skill,reader,adapter,modelname,timestamp,answer,data_id,dataset,question,context,answer_dataset
span-extraction,bert-base-uncased,quoref,quant_onnx,2023-01-25 05:16:04.048593,frankie,ec2a96d8f3e8e6cb2fbfd921e0046ac69093c216,quoref,What is the first name of the person who purchases a revolver?,"Frankie Bono, a mentally disturbed hitman from Cleveland, comes back to his hometown in Ne","{'answer_start': [208], 'text': ['Frankie']}"
span-extraction,bert-base-uncased,quoref,quant_onnx,2023-01-25 05:16:04.916919,"frankie bono, a mentally disturbed hitman from cleveland, comes back to his hometown in new york city during christmas week to kill a middle - management mobster, troiano. the assassination will be risky, with frankie being warned by a fellow enforcer that should he be spotted before the hit is performed, the contract will be reneged. first he follows his target to select the best possible location, but opts to wait until troiano isn't being accompanied by his bodyguards. next, he goes to purchase a revolver from big ralph, an obese gun runner who keeps sewer rats as pets. the encounter with this old acquaintance leaves frankie feeling disgusted. with several hours left before the hit is to be performed, frankie decides to kill time in the city, where he is plagued by memories of past trauma during his time living there. while sitting alone for a drink, frankie is reunited with childhood friend petey, who invites the reluctant frankie to a christmas party, where frankie later encounters his old flame, lori. the following day frankie goes to see lori at her apartment to get better reacquainted with her, but the visit ends in disaster when an at first vulnerable frankie suddenly attempts to sexually assault her. lori forgives frankie for his actions and calmly asks him to leave, to which he obliges. that same day, frankie",bfc3b34d6b7e73c0bd82a009db12e9ce196b53e6,quoref,What is the first name of the person who has until New Year's Eve to perform a hit?,"Frankie Bono, a mentally disturbed hitman from Cleveland, comes back to his hometown in Ne","{'answer_start': [1633], 'text': ['Frankie']}"
span-extraction,bert-base-uncased,quoref,quant_onnx,2023-01-25 05:16:05.801875,frankie,e251deed14a9d40858b839657e55a109a96e9734,quoref,What is the first name of the person whose contract will be reneged if they are spotted before the hit is performed?,"Frankie Bono, a mentally disturbed hitman from Cleveland, comes back to his hometown in Ne","{'answer_start': [208], 'text': ['Frankie']}"
span-extraction,bert-base-uncased,quoref,quant_onnx,2023-01-25 05:16:06.640913,frankie,4f569ff366bff7ad2718463bfa50964fb255296f,quoref,What is the first name of the person who follows their target to select the best possible location?,"Frankie Bono, a mentally disturbed hitman from Cleveland, comes back to his hometown in Ne","{'answer_start': [208], 'text': ['Frankie']}"
span-extraction,bert-base-uncased,quoref,quant_onnx,2023-01-25 05:16:07.515211,frankie,95fffe5751942f5f54329f70614851e166be85ca,quoref,What is the first name of the person who waits until their target isn't accompanied by their bodyguards?,"Frankie Bono, a mentally disturbed hitman from Cleveland, comes back to his hometown in Ne","{'answer_start': [208], 'text': ['Frankie']}"
span-extraction,bert-base-uncased,quoref,quant_onnx,2023-01-25 05:16:08.365130,frankie bono,37af27f9461c180d9bc22dcadd51f35bfd286624,quoref,What is the full name of the person who purchases a revolver from an obese gun runner?,"Frankie Bono, a mentally disturbed hitman from Cleveland, comes back to his hometown in Ne","{'answer_start': [0], 'text': ['Frankie Bono']}"
span-extraction,bert-base-uncased,quoref,quant_onnx,2023-01-25 05:16:09.216667,frankie bono,15f5993739c6a0cad505bcb060f6b6b2c97a6f31,quoref,What is the full name of the person who is plagued by memories of past trauma?,"Frankie Bono, a mentally disturbed hitman from Cleveland, comes back to his hometown in Ne","{'answer_start': [0], 'text': ['Frankie Bono']}"
span-extraction,bert-base-uncased,quoref,quant_onnx,2023-01-25 05:16:10.072467,frankie bono,e4a7c8512e0a11b86f184e48741999e01a1e3ad4,quoref,What is the full name of the person who is calmly asked to leave?,"Frankie Bono, a mentally disturbed hitman from Cleveland, comes back to his hometown in Ne","{'answer_start': [0], 'text': ['Frankie Bono']}"
span-extraction,bert-base-uncased,quoref,quant_onnx,2023-01-25 05:16:10.932651,frankie bono,7d7c5ef0ab24c8bf231ad8cb1ef43b6a07beff26,quoref,What is the full name of the person who is spotted by an obese gun runner while trailing someone?,"Frankie Bono, a mentally disturbed hitman from Cleveland, comes back to his hometown in Ne","{'answer_start': [0], 'text': ['Frankie Bono']}"
span-extraction,bert-base-uncased,quoref,quant_onnx,2023-01-25 05:16:11.786276,frankie bono,a617b374f842f5245a1b53b6e013673ec86f2d62,quoref,What is the full name of the person who is strangled to death?,"Frankie Bono, a mentally disturbed hitman from Cleveland, comes back to his hometown in Ne","{'answer_start': [517], 'text': ['Big Ralph']}"
