skill,reader,adapter,modelname,timestamp,answer,logits_answer,data_id,dataset,question,context,answer_dataset
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:08.689407,False,[ 1.0141207  -0.70817924],0,boolq,does ethanol take more energy make that produces,"All biomass goes through at least some of these steps: it needs to be grown, collected, dr",False
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:10.306827,True,[-0.40855747  0.8667419 ],1,boolq,is house tax and property tax are same,"Property tax or 'house tax' is a local tax on buildings, along with appurtenant land. It i",True
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:10.788735,True,[-0.8122971   0.83803236],2,boolq,is pain experienced in a missing body part or paralyzed area,Phantom pain sensations are described as perceptions that an individual experiences relati,True
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:11.512578,True,[-0.94695413  1.1307392 ],3,boolq,is harry potter and the escape from gringotts a roller coaster ride,Harry Potter and the Escape from Gringotts is an indoor steel roller coaster at Universal ,True
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:12.234607,False,[ 1.3443897 -1.2073131],4,boolq,is there a difference between hydroxyzine hcl and hydroxyzine pam,Hydroxyzine preparations require a doctor's prescription. The drug is available in two for,True
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:12.817060,False,[ 0.48343384 -0.32177168],5,boolq,is barq's root beer a pepsi product,Barq's /ˈbɑːrks/ is an American soft drink. Its brand of root beer is notable for having c,False
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:13.494968,True,[-0.52418494  0.6061572 ],6,boolq,can an odd number be divided by an even number,"In mathematics, parity is the property of an integer's inclusion in one of two categories:",True
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:14.360640,False,[ 0.69819057 -0.52735263],7,boolq,is there a word with q without u,"Of the 71 words in this list, 67 are nouns, and most would generally be considered loanwor",True
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:14.580098,True,[-1.140407   1.4780514],8,boolq,can u drive in canada with us license,Persons driving into Canada must have their vehicle's registration document and proof of i,True
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:15.195593,False,[ 0.15282367 -0.0086502 ],9,boolq,is there a play off for third place in the world cup,The knockout stage of the 2018 FIFA World Cup was the second and final stage of the compet,True
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:16.024279,False,[0.17055601 0.15920028],10,boolq,can minors drink with parents in new york,"In response to the National Minimum Drinking Age Act in 1984, which reduced by up to 10% t",True
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:16.709218,True,[-1.0790286  1.2619745],11,boolq,is the show bloodline based on a true story,Bloodline was announced in October 2014 as part of a partnership between Netflix and Sony ,False
categorical,bert-base-uncased,boolq,onnx_opt,2023-01-25 00:29:17.423181,True,[-0.29578835  0.34784383],12,boolq,is it bad to wash your hair with shower gel,"Shower gels for men may contain the ingredient menthol, which gives a cooling and stimulat",True
